"Nom usuel de l'installation","Numéro de l'installation","Nom de la commune","Code INSEE","Code postal","Nom du lieu dit","Numero de la voie","Nom de la voie","location","Longitude","Latitude","Aucun aménagement d'accessibilité","Accessibilité handicapés à mobilité réduite","Accessibilité handicapés sensoriels","Emprise foncière en m2","Gardiennée avec ou sans logement de gardien","Multi commune","Présence d'un internet","Nombre de couvert ","Nombre de lit","Nombre total de place de parking","Nombre total de place de parking handicapés","Installation particulière","Desserte métro","Desserte bus","Desserte Tram","Desserte train","Desserte bateau","Desserte autre","Nombre total d'équipements sportifs","Nombre total de fiches équipements","Date de création de la fiche installation","Date de mise à jour de la fiche installation"
"Parc Municipal Des Sports - Stade Francis Le Basser","531300001","Laval","53130","53000","","130","Avenue Pierre De Coubertin","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Avec logement de gardien","Non","Non","0","0","0","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2016-06-07 00:00:00.000"
"Tennis Club Lavallois","531300002","Laval","53130","53000","","32","Rue Hébert","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Avec logement de gardien","Non","Non","0","0","10","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","8","4","2005-11-23 00:00:00.000","2016-06-07 00:00:00.000"
"Lycée Professionnel Gaston Lesnard","531300003","Laval","53130","53000","","","Boulevard Volney","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","5","5","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Espace Jf Lemoine (Ex Hippodrome)","531300004","Laval","53130","53000","","","Avenue Pierre De Coubertin","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Non","Non","Non","0","0","0","0","Complexe sportif","Non","Non","Non","Non","Non","Oui","7","6","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Stade Jean Yvinec","531300005","Laval","53130","53000","","","Rue Des Sports","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Complexe Des Francs Archers","531300006","Laval","53130","53000","","","Boulevard Felix Grat","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","15","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","17","11","2005-08-02 00:00:00.000","2016-06-06 00:00:00.000"
"Complexe Sportif Bâclerie","531300009","Laval","53130","53000","","","Rue De La Bâclerie","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Complexe Sportif Scolaire De La Senelle","531300010","Laval","53130","53000","","","Impasse De La Senelle","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Gymnase Jacques Chamaret","531300011","Laval","53130","53000","","2","Rue Messmer","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Gymnase René Lecoz","531300012","Laval","53130","53000","","","Rue Des Ribaudières","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Gymnase Ambroise Paré","531300014","Laval","53130","53000","","","Rue De L'Ancien Evêché","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","45","2","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2016-06-17 00:00:00.000"
"Complexe Sportif Scolaire Jules Renard","531300015","Laval","53130","53000","","16","Rue Christian D'Elva","[ 48.072007 , -0.770371]","-0.770371","48.072007","Oui","Non","Non","0","Sans logement de gardien","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Complexe Sportif Scolaire Marcel Pagnol","531300016","Laval","53130","53000","","","Place De La Commune","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Gymnase Des Fourches","531300017","Laval","53130","53000","","","Boulevard Frédéric Chaplet","[ 48.072007 , -0.770371]","-0.770371","48.072007","Oui","Non","Non","0","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Gymnase Constant Laisis","531300018","Laval","53130","53000","","","Place Du Docteur Fleming","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Complexe Sportif Alain Gerbault","531300019","Laval","53130","53000","","","Rue Mortier","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","7","7","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Gymnase Fernand Puech","531300020","Laval","53130","53000","","","Rue Grossardière","[ 48.072007 , -0.770371]","-0.770371","48.072007","Oui","Non","Non","0","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-21 00:00:00.000"
"Salle Polyvalente","531300021","Laval","53130","53000","","","Place De Hercé","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Salles De Judo","531300022","Laval","53130","53000","","29","Rue De Gauville","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Stade D'Hilard","531300023","Laval","53130","53000","","27","Rue D'Hilard","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","9","8","2005-08-02 00:00:00.000","2016-06-06 00:00:00.000"
"Centre Multi-Activités - Saint-Nicolas : Palindrome","531300024","Laval","53130","53000","","225","Avenue De Tours","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","200","5"," Non","Non","Oui","Non","Non","Non","Non","7","7","2005-08-02 00:00:00.000","2016-06-06 00:00:00.000"
"Stade Jean Macé","531300025","Laval","53130","53000","","","Rue Jean Macé","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","4","4","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Stand De Tir Beausoleil","531300026","Laval","53130","53000","","","Route D'Angers","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Centre Nautique","531300027","Laval","53130","53000","","181","Rue De La Filature","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Plaine De Jeux De La Croix Des Landes","531300028","Laval","53130","53000","","","Chemin De L'Aillerie","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","15","10","2005-08-02 00:00:00.000","2016-06-06 00:00:00.000"
"Plaine De Jeu Des Gandonnières","531300029","Laval","53130","53000","","","Rue Georges Coupeau","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Sans logement de gardien","Oui","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","9","6","2005-08-02 00:00:00.000","2016-06-30 00:00:00.000"
"Piscine Saint-Nicolas","531300031","Laval","53130","53000","","137","Boulevard Jourdan","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","10348","Non","Non","Non","0","0","66","2","Piscine","Non","Oui","Non","Non","Non","Non","4","4","2005-08-02 00:00:00.000","2016-06-21 00:00:00.000"
"Terrain De Football Stabilisé - Bd Jourdan","531300032","Laval","53130","53000","","","Boulevard Jourdan","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Centre Équestre","531300033","Laval","53130","53000","Bois De L'Huisserie","","","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Avec logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","4","4","2005-08-02 00:00:00.000","2016-06-06 00:00:00.000"
"L'Acropole (Centre De Remise En Forme)","531300037","Laval","53130","53000","","104","Rue Victor Boisel","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Oui","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","3","1","2005-08-02 00:00:00.000","2016-06-14 00:00:00.000"
"L'Aquabulle","531300038","Laval","53130","53000","","","Rue Du Commandant Cousteau","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","151","6","Piscine","Non","Oui","Non","Non","Non","Non","5","5","2005-08-02 00:00:00.000","2016-06-21 00:00:00.000"
"Cap Form","531300039","Laval","53130","53000","","","Rue Henri Batard","[ 48.072007 , -0.770371]","-0.770371","48.072007","Oui","Non","Non","NULL","Sans logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2016-06-14 00:00:00.000"
"Ecole Primaire D'Hilard","531300040","Laval","53130","53000","","14","Marcel Cerdan","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Ecole Primaire De Thévalles","531300041","Laval","53130","53000","","15","Rue De La Commanderie","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Collège Martonne","531300042","Laval","53130","53000","","","Rue De La Faye","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","5","2","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Ecole Saint-Exupéry","531300043","Laval","53130","53000","","8","Place Auguste Fouillée","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Ecole Primaire Eugène Hairy","531300044","Laval","53130","53000","","24 Bis","Rue De Clermont","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Ecole Primaire Jules Verne","531300045","Laval","53130","53000","","","Boulevard Kellermann","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Ecole Françoise Dolto","531300047","Laval","53130","53000","","99","Rue Charles Toutain","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Ecole Primaire Badinter - Murat","531300048","Laval","53130","53000","","75","Rue Mac Donald","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Plateau Sportif Des Fourches","531300049","Laval","53130","53000","","27","Boulevard Frédéric Chaplet","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","5","3","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Patinoire Mobile De Glace Artificielle","531300050","Laval","53130","53000","","","Square De Boston","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Terrain De Football Olivry","531300051","Laval","53130","53000","","120","Boulevard Kerlermann","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","4","2","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Complexe De La Dacterie ( Avesnieres )","531300052","Laval","53130","53000","","","Rue De Provence","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-06-14 00:00:00.000"
"Haras De La Grande Lande","531300053","Laval","53130","53000","","","Route De L'Huisserie","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Avec logement de gardien","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","4","4","2005-08-02 00:00:00.000","2016-06-17 00:00:00.000"
"Maison D'Arrêt De Laval","531300054","Laval","53130","53000","","20","Boulevard Frédéric Chapet","[ 48.072007 , -0.770371]","-0.770371","48.072007","Oui","Non","Non","NULL","Sans logement de gardien","Non","Non","110","110","0","0","Etablissement pénitentiaire","Non","Oui","Non","Non","Non","Non","4","4","2005-08-02 00:00:00.000","2016-06-29 00:00:00.000"
"Bois De L'Huisserie","531300055","Laval","53130","53000","Bois De L'Huisserie","","Route De L'Huisserie","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Oui","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-06-30 00:00:00.000"
"Salles Pascal Ménard","531300058","Laval","53130","53000","","","Rue Pierre-Joseph Proudhon","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2016-06-06 00:00:00.000"
"Aérodrome Et Circuit Beausoleil","531300059","Laval","53130","53000","Beausoleil","","Route D'Angers","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","1000000","Sans logement de gardien","Non","Non","0","0","100","2"," Non","Non","Oui","Non","Non","Non","Oui","3","3","2005-08-02 00:00:00.000","2016-06-06 00:00:00.000"
"Urban Fitness","531300060","Laval","53130","53000","Zi","64","Rue Henri-Batard","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","30","0"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-11-30 00:00:00.000","2016-06-14 00:00:00.000"
"Quartier Ferrier - 42Ème Rt","531300061","Laval","53130","53000","","","Rue De La Gaucherie","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Avec logement de gardien","Non","Non","300","300","0","0"," Non","Non","Oui","Non","Non","Non","Non","5","5","2005-12-01 00:00:00.000","2016-06-09 00:00:00.000"
"Complexe Sportif Scolaire La Salle","531300062","Laval","53130","53000","","67","Boulevard Kellermann","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","16","9","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Complexe Sportif Scolaire Haute Follis","531300063","Laval","53130","53000","","91","Rue Haute-Follis","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","7","5","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Complexe Sportif Scolaire D'Avesnières","531300064","Laval","53130","53000","","56","Bd Du Pont D'Avesnières","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Complexe Sportif Scolaire Sainte Thérèse","531300065","Laval","53130","53000","","71","Rue De Bretagne","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","5","5","2005-08-02 00:00:00.000","2016-06-09 00:00:00.000"
"Ecole Jeanne D'Arc Et Enfant Jésus","531300066","Laval","53130","53000","","35","Rue Des Fossés","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2005-12-01 00:00:00.000","2016-06-09 00:00:00.000"
"Ecole Saint-Pierre","531300067","Laval","53130","53000","","15","Rue Du Stade","[ 48.072007 , -0.770371]","-0.770371","48.072007","Non","Oui","Non","0","Non","Non","Non","0","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2005-12-01 00:00:00.000","2016-06-13 00:00:00.000"
